#_1_NUMBER_Running_object_number_,#_2_FLAGS_Extraction_flags_,#_3_ALPHAWIN_J2000_Windowed_right_ascension_(J2000)_[deg],#_4_DELTAWIN_J2000_windowed_declination_(J2000)_[deg],#_5_XWIN_IMAGE_Windowed_position_estimate_along_x_[pixel],#_6_YWIN_IMAGE_Windowed_position_estimate_along_y_[pixel],#_7_ERRAWIN_IMAGE_RMS_windowed_pos_error_along_major_axis_[pixel],#_8_ERRBWIN_IMAGE_RMS_windowed_pos_error_along_minor_axis_[pixel],#_9_ERRTHETAWIN_IMAGE_Windowed_error_ellipse_pos_angle_(CCW/x)_[deg],#_10_CLASS_STAR_S/G_classifier_output_,#_11_XMIN_IMAGE_Minimum_x-coordinate_among_detected_pixels_[pixel],#_12_YMIN_IMAGE_Minimum_y-coordinate_among_detected_pixels_[pixel],#_13_XMAX_IMAGE_Maximum_x-coordinate_among_detected_pixels_[pixel],#_14_YMAX_IMAGE_Maximum_y-coordinate_among_detected_pixels_[pixel],#_15_X_IMAGE_Object_position_along_x_[pixel],#_16_Y_IMAGE_Object_position_along_y_[pixel],#_17_X_IMAGE_DBL_Object_position_along_x_(double_precision)_[pixel],#_18_Y_IMAGE_DBL_Object_position_along_y_(double_precision)_[pixel],#_19_MAG_AUTO_Kron-like_elliptical_aperture_magnitude_[mag],#_20_MAGERR_AUTO_RMS_error_for_AUTO_magnitude_[mag],#_21_MAG_APER_Fixed_aperture_magnitude_vector_[mag],#_22_MAGERR_APER_RMS_error_vector_for_fixed_aperture_mag._[mag],#_23_ISOAREAF_IMAGE_Isophotal_area_(filtered)_above_Detection_threshold_[pixel**2],#_24_FLUX_ISO_Isophotal_flux_[count],#_25_FLUXERR_ISO_RMS_error_for_isophotal_flux_[count],#_26_MAG_ISO_Isophotal_magnitude_[mag],#_27_MAGERR_ISO_RMS_error_for_isophotal_magnitude_[mag],#_28_FLUX_ISOCOR_Corrected_isophotal_flux_[count],#_29_FLUXERR_ISOCOR_RMS_error_for_corrected_isophotal_flux_[count],#_30_MAG_ISOCOR_Corrected_isophotal_magnitude_[mag],#_31_MAGERR_ISOCOR_RMS_error_for_corrected_isophotal_magnitude_[mag],#_32_FLUX_AUTO_Flux_within_a_Kron-like_elliptical_aperture_[count],#_33_FLUXERR_AUTO_RMS_error_for_AUTO_flux_[count],#_34_MAG_BEST_Best_of_MAG_AUTO_and_MAG_ISOCOR_[mag],#_35_MAGERR_BEST_RMS_error_for_MAG_BEST_[mag],#_36_FLUX_APER_Flux_vector_within_fixed_circular_aperture(s)_[count],#_37_FLUXERR_APER_RMS_error_vector_for_aperture_flux(es)_[count],#_38_MU_THRESHOLD_Analysis_threshold_above_background_[mag_*_arcsec**(-2)],#_39_MU_MAX_Peak_surface_brightness_above_background_[mag_*_arcsec**(-2)],#_40_X2_IMAGE_Variance_along_x_[pixel**2],#_41_Y2_IMAGE_Variance_along_y_[pixel**2],#_42_XY_IMAGE_Covariance_between_x_and_y_[pixel**2],#_43_X2_WORLD_Variance_along_X-WORLD_(alpha)_[deg**2],#_44_Y2_WORLD_Variance_along_Y-WORLD_(delta)_[deg**2],#_45_XY_WORLD_Covariance_between_X-WORLD_and_Y-WORLD_[deg**2]
172,0,0.4262604,+0.1196354,967.3770,1739.3112,12.01776,10.94747,21.36,0.410,965,1737,970,1740,967.3510,1739.0645,967.3509,1739.0645,24.4464,5.0855,24.4391,5.0670,13,0.01290305,0.08242779,25.1233,6.9376,0.03065855,0.1171986,24.1836,4.1515,0.02406791,0.1127052,24.4464,5.0855,0.02423078,0.1130551,28.8233,27.9380,1.8699989201e+00,8.2957437869e-01,9.9218386867e-02,2.9502474999e-07,1.3088616075e-07,1.5649234362e-08
173,0,0.1008973,+0.1185390,1786.4925,1742.0791,4.59612,3.83493,5.33,0.551,1785,1740,1788,1744,1786.4734,1742.0599,1786.4734,1742.0600,23.7729,3.7250,23.5866,3.4198,16,0.04255694,0.1496743,23.8276,3.8195,0.04810737,0.1519693,23.6945,3.4306,0.04475355,0.1535067,23.7729,3.7250,0.05313132,0.1673089,28.6995,26.1588,7.7141989869e-01,9.0253797943e-01,1.4961688609e-02,1.2171758292e-07,1.4240571941e-07,2.3602684402e-09
174,0,0.6541249,+0.1110887,393.6804,1760.8174,5.90057,4.02584,-68.90,0.611,381,1757,396,1764,393.5361,1761.3268,393.5361,1761.3268,23.7410,3.6715,23.7001,3.6034,33,0.0645728,0.1843745,23.3749,3.1009,0.07933938,0.1923594,23.1513,2.6330,0.04608928,0.1558167,23.7410,3.6715,0.04786009,0.1588016,28.9381,25.9111,1.0279442998e+00,1.8614123312e+00,-4.7217138200e-01,1.6215181557e-07,2.9366499837e-07,-7.4490389633e-08
175,0,0.7249337,+0.1026731,215.3946,1782.0012,9.62637,8.22046,-10.32,0.565,209,1772,227,1803,216.1956,1782.5248,216.1956,1782.5248,26.0659,10.8766,25.5721,8.5552,100,0.06496468,0.1849785,23.3683,3.0922,1.23289,0.3647648,20.1727,0.3213,0.005415276,0.05423571,26.0659,10.8766,0.008534437,0.06723208,29.3702,27.2178,1.8392715450e+00,2.5138249195e+00,4.5512536941e-02,2.9011663666e-07,3.9657893495e-07,7.1729006825e-09
176,0,0.7818097,+0.1113856,72.1854,1760.0621,11.20335,8.48121,69.38,0.461,59,1757,74,1786,71.7082,1759.8157,71.7082,1759.8156,24.7028,5.7382,25.2400,7.3361,31,0.02753527,0.1204161,24.3003,4.7492,0.09291749,0.1920507,22.9798,2.2446,0.0190054,0.1004212,24.7028,5.7382,0.01158748,0.07827532,29.2940,27.6792,1.8410184076e+00,2.6719752640e+00,8.6169576644e-01,2.9037671472e-07,4.2151356943e-07,1.3591662291e-07
177,0,0.2881328,+0.1153714,1315.1246,1750.0504,6.27995,5.25215,-18.20,0.592,1314,1749,1318,1751,1315.7109,1750.1145,1315.7109,1750.1145,24.9266,6.3392,24.7736,5.9134,10,0.01335353,0.08384916,25.0860,6.8192,0.02048984,0.09722577,24.6212,5.1531,0.01546555,0.09027486,24.9266,6.3392,0.01780502,0.09695116,28.7652,26.4755,1.1390208292e+00,4.2667401937e-01,1.0647125105e-01,1.7971115286e-07,6.7320549913e-08,1.6797062821e-08
178,0,0.7263473,+0.1108212,211.8354,1761.4867,10.40866,8.32411,-78.49,0.399,209,1759,229,1787,211.9169,1760.9779,211.9169,1760.9779,99.0000,99.0000,27.7055,23.2874,30,0.02213059,0.1079593,24.5375,5.2978,0.419991,0.2129015,21.3419,0.5505,-0.004769206,0.008806911,99.0000,99.0000,0.001196175,0.02564995,29.1619,27.1890,3.5658565537e+00,1.2104701061e+00,7.9519000062e-01,5.6245755750e-07,1.9095940255e-07,1.2542468532e-07
179,0,0.7171486,+0.1087027,234.9966,1766.8211,9.16304,7.48302,-89.78,0.375,234,1764,238,1767,235.7633,1765.9121,235.7633,1765.9121,99.0000,99.0000,27.7651,23.9644,10,0.007922785,0.06459409,25.6528,8.8541,0.05736913,0.1185499,23.5033,2.2442,-0.0005763993,0.00599118,99.0000,99.0000,0.001132333,0.02498677,29.1574,27.9219,1.0799523542e+00,8.5643652812e-01,-2.3172290435e-01,1.7034686923e-07,1.3511198866e-07,-3.6557785725e-08
180,0,0.6833788,+0.1074233,320.0242,1770.0442,8.50372,7.79080,89.85,0.388,318,1767,323,1771,319.7772,1769.3058,319.7772,1769.3058,26.8037,15.3612,26.1794,11.3425,14,0.01351392,0.084357,25.0730,6.7791,0.03447427,0.1231941,24.0563,3.8808,0.002744868,0.0388255,26.8037,15.3612,0.004878173,0.05094912,29.0451,27.5908,2.1987802188e+00,1.0670843558e+00,-2.4915723274e-02,3.4683568971e-07,1.6834535803e-07,-3.9382561355e-09
181,0,0.5529993,+0.1090483,648.2905,1765.9596,9.78033,8.18807,-84.18,0.372,647,1765,650,1767,648.4820,1765.8190,648.4820,1765.8189,25.0398,6.6848,25.2797,7.4721,10,0.0117783,0.07875035,25.2223,7.2611,0.02069784,0.09785441,24.6102,5.1343,0.0139335,0.08576719,25.0398,6.6848,0.01117133,0.07686344,28.9765,27.3787,9.1315969237e-01,5.5476282682e-01,-1.2142058557e-02,1.4405599922e-07,8.7524767946e-08,-1.9182089745e-09
182,0,0.7444576,+0.1063639,166.2353,1772.7078,12.08458,10.72657,66.96,0.422,146,1770,181,1797,166.4747,1772.1061,166.4747,1772.1060,99.0000,99.0000,25.7199,9.1623,57,0.04191281,0.1485721,23.8441,3.8496,0.7954151,0.2929917,20.6485,0.4000,-0.002533838,0.004805497,99.0000,99.0000,0.007447923,0.06283632,29.2451,27.8645,6.1109794561e-01,1.5747481972e+00,6.0468854079e-01,9.6389520052e-08,2.4842644036e-07,9.5384101456e-08
183,0,0.5231893,+0.1077384,723.3434,1769.2587,12.57582,10.68283,8.44,0.453,722,1768,725,1770,723.4858,1769.2052,723.4858,1769.2052,24.9969,6.5573,25.2157,7.2538,10,0.008459249,0.06674389,25.5817,8.5686,0.03632043,0.1127261,23.9996,3.3706,0.01449623,0.08752839,24.9969,6.5573,0.01185058,0.0791548,29.0018,28.4404,1.4352563496e+00,5.4962505409e-01,1.2178918091e-03,2.2642407925e-07,8.6715007069e-08,1.8825380259e-10
184,0,0.5279391,+0.1062405,711.3849,1773.0297,11.14941,9.04220,7.94,0.394,700,1772,715,1798,712.6582,1773.4504,712.6582,1773.4505,25.7939,9.4856,25.2557,7.3896,24,0.02367078,0.1116438,24.4645,5.1221,0.05711554,0.1596872,23.5081,3.0363,0.006956998,0.06076555,25.7939,9.4856,0.01142099,0.07771373,29.0134,27.9289,2.5268091628e+00,5.2040839948e-01,4.8039578264e-01,3.9862490546e-07,8.2104077265e-08,7.5782667923e-08
185,0,0.6671987,+0.1058063,360.7629,1774.1162,7.36785,5.99060,-34.18,0.469,358,1773,361,1776,359.9839,1774.6660,359.9839,1774.6661,25.5470,8.4493,24.8862,6.2290,10,0.01135881,0.07733585,25.2617,7.3940,0.02097916,0.09847268,24.5955,5.0975,0.008733772,0.06795076,25.5470,8.4493,0.0160519,0.09206913,29.0321,26.7055,8.5651103375e-01,1.0863590665e+00,-6.0025144249e-01,1.3510788265e-07,1.7138929118e-07,-9.4694105349e-08
186,0,0.6801936,+0.1026464,328.0440,1782.0711,6.37144,6.05350,-65.54,0.365,302,1779,331,1797,328.3518,1782.2266,328.3518,1782.2265,28.1896,29.4883,25.1154,6.9253,25,0.02229419,0.1083516,24.5295,5.2780,0.07400536,0.1720365,23.2268,2.5246,0.0007658601,0.02079549,28.1896,29.4883,0.01299644,0.08287716,29.0672,27.1973,1.1656185368e+00,1.9690897534e+00,-1.0082775413e+00,1.8386530043e-07,3.1065138993e-07,-1.5906109109e-07
187,0,0.7107230,+0.1006727,251.1753,1787.0385,12.83229,10.00307,4.44,0.452,231,1785,265,1810,250.1106,1787.0469,250.1106,1787.0469,99.0000,99.0000,26.8762,15.7112,36,0.02760647,0.1205768,24.2975,4.7433,0.3196736,0.2312266,21.6382,0.7855,-0.005640179,0.007173338,99.0000,99.0000,0.002567558,0.03714499,29.3158,27.3539,3.4305312246e+00,1.2886982262e+00,1.6207919173e+00,5.4111967200e-07,2.0329971541e-07,2.5566537708e-07
188,0,0.5554824,+0.0990227,642.0388,1791.2002,11.42569,10.33876,-58.33,0.368,628,1789,645,1799,642.0436,1791.5386,642.0436,1791.5386,25.7407,9.2886,24.8356,6.0851,20,0.02007213,0.1028071,24.6435,5.5624,0.04646937,0.1446816,23.7321,3.3812,0.007306762,0.06249524,25.7407,9.2886,0.01681766,0.09423261,29.0442,26.9392,2.9962802732e+00,1.5105620166e+00,1.3130641606e+00,4.7267929868e-07,2.3831746610e-07,2.0714442920e-07
189,0,359.4895883,+0.0991312,3325.4865,1790.9287,5.73442,3.47000,3.34,0.680,3321,1789,3330,1792,3325.3735,1790.8812,3325.3735,1790.8812,22.9847,2.5912,22.9573,2.5588,32,0.08625726,0.2130882,23.0605,2.6828,0.0972529,0.2162133,22.9302,2.4144,0.09249482,0.2206888,22.9847,2.5912,0.0948576,0.2235026,28.7628,25.8766,4.1633782118e+00,7.0643362959e-01,3.9292101364e-02,6.5681432574e-07,1.1145555356e-07,6.2090856143e-09
190,0,0.4851661,+0.0958945,819.0735,1799.0783,6.66467,5.12750,66.61,0.468,818,1798,820,1802,819.1482,1799.8517,819.1482,1799.8517,25.2789,7.4650,25.2555,7.3889,10,0.01350348,0.08431848,25.0739,6.7812,0.02051593,0.09727253,24.6198,5.1491,0.01118038,0.07685211,25.2789,7.4650,0.01142334,0.07772168,29.0668,26.7604,3.8388346605e-01,1.5143469939e+00,6.0305593900e-02,6.0562389371e-08,2.3892337244e-07,9.5134293804e-09
191,0,359.4837725,+0.0950809,3340.1291,1801.1257,5.17170,4.46901,52.10,0.463,3339,1799,3342,1803,3340.1885,1801.0797,3340.1884,1801.0797,24.0976,4.3262,24.0838,4.3009,15,0.02871154,0.1229435,24.2549,4.6503,0.03556886,0.1286845,24.0223,3.9290,0.03318634,0.1322007,24.0976,4.3262,0.03361122,0.1331107,28.7610,26.2342,7.4306454664e-01,9.9424932957e-01,2.1205295068e-01,1.1722541991e-07,1.5686500793e-07,3.3456415337e-08
192,0,0.4375738,+0.0947936,938.8942,1801.8517,5.25826,4.32004,89.61,0.640,937,1799,940,1803,938.6434,1801.5699,938.6435,1801.5699,24.8422,6.1021,24.8909,6.2427,12,0.01525673,0.08962628,24.9413,6.3798,0.0245434,0.1064883,24.4252,4.7119,0.0167159,0.09392519,24.8422,6.1021,0.01598175,0.09186871,28.9677,26.1093,8.8762033007e-01,1.6044493273e+00,6.6133357513e-01,1.4003688306e-07,2.5314132618e-07,1.0433750612e-07
193,0,0.6036822,+0.0819535,520.6844,1834.1719,10.82341,9.10903,23.02,0.401,511,1822,551,1861,520.0301,1833.1709,520.0301,1833.1709,23.5210,3.3235,24.4660,5.1305,87,0.07908258,0.2040692,23.1548,2.8024,0.2437711,0.317213,21.9325,1.4132,0.05644146,0.1727283,23.5210,3.3235,0.02363632,0.1116627,29.1176,26.7757,2.4790423738e+00,5.0004654787e+00,1.6876997625e+00,3.9106921742e-07,7.8890588933e-07,2.6624340639e-07
194,0,0.5719628,+0.0923611,600.5458,1807.9708,10.01319,9.48456,17.23,0.408,584,1805,602,1832,600.0278,1807.3413,600.0278,1807.3413,24.7577,5.8723,25.0040,6.5776,22,0.01647823,0.09315726,24.8577,6.1395,0.3127214,0.1837125,21.6621,0.6380,0.01806891,0.09770414,24.7577,5.8723,0.01440085,0.08722257,29.0865,26.9156,1.5094514581e+00,1.6045554980e+00,1.1904252489e+00,2.3812142909e-07,2.5314595877e-07,1.8779915587e-07
195,0,0.7660165,+0.0919382,111.9519,1809.0263,12.44734,3.56882,78.46,0.483,112,1801,133,1814,112.7908,1809.1353,112.7908,1809.1352,26.6804,14.3441,26.7523,14.8229,26,0.01590824,0.09153844,24.8959,6.2490,0.3019043,0.1805027,21.7003,0.6493,0.003074892,0.0406139,26.6804,14.3441,0.002878036,0.03928244,29.5356,27.6334,3.2732512402e-01,2.6515799368e+00,4.9505194532e-01,5.1628582898e-08,4.1830227323e-07,7.8089684668e-08
196,0,0.6571562,+0.0888748,386.0480,1816.7443,8.97231,6.40543,-78.37,0.359,385,1812,387,1819,386.3563,1815.4905,386.3563,1815.4905,25.1520,7.0498,25.2294,7.3001,16,0.01820241,0.09789909,24.7497,5.8409,0.03354312,0.1245201,24.0860,4.0315,0.01256568,0.08157006,25.1520,7.0498,0.01170157,0.07865839,29.0255,26.8849,3.4504764225e-01,4.7150927208e+00,-2.9218090700e-01,5.4429065536e-08,7.4387254144e-07,-4.6093619834e-08
197,0,0.5082711,+0.0929491,760.9027,1806.4929,8.63813,7.71479,83.60,0.362,759,1804,762,1807,760.7079,1805.8130,760.7079,1805.8129,25.2122,7.2419,25.2530,7.3803,11,0.01138562,0.07742862,25.2591,7.3854,0.02466485,0.1060181,24.4198,4.6680,0.0118886,0.07927813,25.2122,7.2419,0.0114499,0.07781143,29.1111,27.0145,6.8602791729e-01,1.0523750876e+00,2.6407908927e-01,1.0822792769e-07,1.6603495700e-07,4.1661200901e-08
198,0,0.4100075,+0.0922327,1008.2956,1808.2997,9.63684,7.40570,14.21,0.470,1007,1807,1010,1810,1008.4481,1808.2906,1008.4481,1808.2906,24.5063,5.2258,24.5433,5.3167,12,0.01314586,0.08319787,25.1030,6.8731,0.02567785,0.1087861,24.3761,4.6009,0.02277537,0.1095953,24.5063,5.2258,0.02201361,0.1077707,28.9105,26.8839,1.1443927741e+00,6.9973198576e-01,2.9697005987e-01,1.8054962191e-07,1.1040078342e-07,4.6851706324e-08
199,0,0.1499444,+0.0918733,1663.0168,1809.2096,3.14694,2.99569,-82.95,0.743,1662,1808,1664,1811,1663.0345,1809.2434,1663.0346,1809.2434,24.1641,4.4602,24.0528,4.2399,10,0.02960781,0.1248422,24.2215,4.5791,0.03283086,0.1261835,24.1093,4.1740,0.03121545,0.1282018,24.1641,4.4602,0.03458408,0.1350205,28.7672,25.1466,5.1154023223e-01,5.6277774421e-01,-6.4387750230e-03,8.0712309113e-08,8.8797095981e-08,-1.0162690433e-09
200,0,0.6369133,+0.0891896,437.0157,1815.9527,7.39999,5.84039,-83.86,0.380,436,1815,438,1819,436.9096,1816.5167,436.9096,1816.5167,25.3436,7.6930,25.6737,8.9680,10,0.00999165,0.07253464,25.4009,7.8838,0.02337024,0.1024963,24.4783,4.7629,0.0105333,0.07461525,25.3436,7.6930,0.00777191,0.06417891,29.0026,26.9802,6.0885327343e-01,1.3043048492e+00,-4.7356961103e-01,9.6044243782e-08,2.0577522995e-07,-7.4709949316e-08
201,0,0.4709323,+0.0753120,854.9094,1850.8968,7.48488,6.92018,78.54,0.484,854,1840,880,1869,855.9728,1851.9432,855.9728,1851.9433,26.3384,12.2563,25.3217,7.6186,37,0.03025939,0.126235,24.1978,4.5305,0.163148,0.2223474,22.3685,1.4801,0.004213646,0.04755401,26.3384,12.2563,0.01074815,0.07540104,29.1619,27.3031,1.8813042194e+00,3.5747111496e+00,2.1720030145e+00,2.9680197515e-07,5.6399387108e-07,3.4267182418e-07
202,0,0.6890249,+0.0871886,305.8082,1820.9881,8.90756,7.79046,50.57,0.387,303,1819,309,1824,306.0163,1821.5070,306.0163,1821.5069,24.7275,5.8025,24.4209,5.0247,18,0.01416601,0.08637311,25.0219,6.6216,0.1108809,0.1599321,22.7879,1.5664,0.01857807,0.09926221,24.7275,5.8025,0.02463925,0.1140016,29.2578,27.5353,2.0396290648e+00,1.7827651690e+00,6.3675807216e-01,3.2173010537e-07,2.8125065875e-07,1.0044317823e-07
203,0,359.6747674,+0.0855952,2859.2763,1825.0120,3.54448,1.90125,0.10,0.648,2856,1824,2861,1826,2859.0430,1825.0177,2859.0429,1825.0178,23.2606,2.9419,23.1909,2.8496,16,0.06668667,0.187356,23.3399,3.0511,0.07092675,0.1880242,23.2730,2.8789,0.07174231,0.1943435,23.2606,2.9419,0.07649855,0.2007257,28.7323,25.2165,1.2907220387e+00,5.0526503150e-01,-1.8276318902e-03,2.0364360465e-07,7.9720559683e-08,-2.8663141337e-10
204,0,0.3934490,+0.0844281,1049.9833,1827.9486,3.67793,3.46761,-85.17,0.644,1049,1826,1051,1829,1049.9802,1827.7987,1049.9802,1827.7987,24.5570,5.3464,24.4726,5.1459,10,0.01910498,0.1002884,24.6971,5.7008,0.02368501,0.1050018,24.4638,4.8145,0.02173612,0.1070075,24.5570,5.3464,0.02349497,0.1113289,28.9309,25.9134,5.0315582072e-01,6.5948894696e-01,-4.2591831661e-02,7.9383028552e-08,1.0405248832e-07,-6.7206790054e-09
205,0,0.6635450,+0.0836970,369.9622,1829.7800,12.45350,10.74682,33.63,0.385,369,1829,372,1833,370.5594,1830.8121,370.5593,1830.8121,25.0741,6.7993,25.9192,10.0500,10,0.00894781,0.06864316,25.5207,8.3313,0.02929915,0.1085772,24.2329,4.0245,0.01350041,0.08452446,25.0741,6.7993,0.006199135,0.05736791,29.0732,27.9265,1.0086756481e+00,2.1113474027e+00,1.1553366323e+00,1.5911140028e-07,3.3309084099e-07,1.8225545724e-07
206,0,0.5792400,+0.0820437,582.2237,1833.9457,10.02274,9.31213,-7.19,0.377,581,1833,584,1836,582.3151,1834.0880,582.3151,1834.0880,25.4192,7.9747,27.3547,19.6964,10,0.008464103,0.06676302,25.5810,8.5661,0.03622001,0.1126799,24.0026,3.3785,0.009825058,0.07214721,25.4192,7.9747,0.001652385,0.02996866,29.1851,28.0499,1.1418485218e+00,8.5337585085e-01,-6.0540144063e-01,1.8012994896e-07,1.3463738774e-07,-9.5511231976e-08
207,0,0.5554929,+0.0704984,642.0124,1863.0130,4.59511,4.57589,67.10,0.471,635,1852,643,1871,641.7487,1862.6985,641.7487,1862.6985,25.5058,8.2989,27.0617,17.1459,34,0.03946245,0.1441466,23.9095,3.9669,0.07070939,0.1808493,23.2763,2.7776,0.009071093,0.06931907,25.5058,8.2989,0.00216425,0.03416948,29.2540,26.5032,9.1858357840e-01,1.2364897901e+00,5.2807805542e-01,1.4491169095e-07,1.9508020034e-07,8.3309380467e-08
208,0,0.3499862,+0.0815731,1159.4048,1835.1370,12.10460,9.96677,10.47,0.406,1157,1834,1161,1836,1159.3047,1835.0210,1159.3047,1835.0210,24.3287,4.8162,24.4451,5.0810,10,0.01056788,0.07459592,25.3400,7.6658,0.02198617,0.100365,24.5446,4.9575,0.02682353,0.118956,24.3287,4.8162,0.0240976,0.1127444,28.9026,26.9465,1.7782247763e+00,5.4744694451e-01,4.6237233625e-01,2.8055655515e-07,8.6374969740e-08,7.2948896693e-08
209,0,0.4124666,+0.0760246,1002.1045,1849.1043,5.79066,4.60460,-79.33,0.520,1001,1845,1014,1851,1002.3970,1848.7411,1002.3971,1848.7411,24.1885,4.5137,24.2213,4.5825,32,0.03769217,0.1408759,23.9594,4.0590,0.06623226,0.1750462,23.3473,2.8702,0.03052145,0.1268554,24.1885,4.5137,0.0296131,0.1249568,28.9962,26.4592,8.8946708811e-01,1.9883224203e+00,-5.7646895677e-01,1.4033021633e-07,3.1371191732e-07,-9.0952468522e-08
210,0,0.5685825,+0.0767895,609.0563,1847.1740,7.75013,7.09677,19.76,0.373,605,1846,614,1872,610.4361,1848.8912,610.4361,1848.8912,25.3044,7.5955,24.7645,5.8884,40,0.03523879,0.1362233,24.0324,4.1982,0.1231834,0.2193036,22.6736,1.9334,0.01092011,0.07637585,25.3044,7.5955,0.01795636,0.09736067,29.2135,26.9692,3.7199423926e+00,2.4498441408e+00,2.1208166071e+00,5.8683655455e-07,3.8650607049e-07,3.3457613971e-07
211,0,0.6750477,+0.0546168,341.0004,1902.9936,5.72608,5.71689,-76.93,0.350,339,1881,362,1904,341.5383,1902.0775,341.5383,1902.0775,29.6970,71.6240,27.0968,17.4315,42,0.03588765,0.1374728,24.0126,4.1601,0.1456219,0.2293844,22.4919,1.7107,0.0001910701,0.01260148,29.6970,71.6240,0.002095553,0.03363594,29.3179,27.0184,1.7175735651e+00,1.7565847417e+00,-8.8265136729e-01,2.7093277609e-07,2.7712617936e-07,-1.3924347011e-07
212,0,0.6710659,+0.0780324,351.0259,1844.0412,10.20827,4.75136,12.81,0.350,348,1844,353,1847,350.7042,1845.3419,350.7042,1845.3419,28.1489,29.1943,25.9647,10.2648,14,0.0118228,0.07890526,25.2182,7.2480,0.05127266,0.1335423,23.6253,2.8285,0.0007951334,0.02137512,28.1489,29.1943,0.00594471,0.05618914,29.1163,27.3846,2.4380403683e+00,6.4697271187e-01,4.2940538717e-01,3.8458114941e-07,1.0206744422e-07,6.7733714329e-08
213,0,0.6575830,+0.0756813,384.9736,1849.9609,7.17857,5.73618,-89.92,0.389,384,1847,386,1851,384.7336,1849.4708,384.7336,1849.4708,25.3978,7.8875,25.4504,8.0864,10,0.01367084,0.08483919,25.0605,6.7396,0.02055169,0.09734187,24.6179,5.1438,0.01002029,0.07277654,25.3978,7.8875,0.009546578,0.07108417,29.0681,27.1928,5.5206899950e-01,1.2288971972e+00,2.1064399560e-01,8.7085378894e-08,1.9387540067e-07,3.3228586900e-08
214,0,0.4862695,+0.0774879,816.2957,1845.4183,11.07115,8.57083,-29.63,0.354,815,1845,817,1848,816.2224,1846.4279,816.2224,1846.4278,25.8456,9.7127,26.1273,11.0713,10,0.009875698,0.07211273,25.4136,7.9300,0.02375291,0.1030177,24.4607,4.7100,0.006633952,0.05933101,25.8456,9.7127,0.005117589,0.05217137,29.1698,27.4631,5.2859548800e-01,1.1121878720e+00,1.2757782186e-02,8.3392533767e-08,1.7547379660e-07,2.0118179859e-09
215,0,0.5163016,+0.0773856,740.6844,1845.6751,10.47977,9.81111,1.11,0.426,728,1844,742,1864,739.5589,1845.1151,739.5589,1845.1151,25.6826,9.0135,25.4049,7.9180,18,0.01253513,0.08125241,25.1547,7.0394,0.2378898,0.1602294,21.9591,0.7315,0.007708557,0.06397875,25.6826,9.0135,0.009954513,0.07257831,29.2094,27.8509,2.1265389254e+00,4.9235026329e-01,6.3584378202e-01,3.3548180076e-07,7.7677893249e-08,1.0031030760e-07
216,0,0.3216439,+0.0773709,1230.7584,1845.7168,11.77026,10.43374,14.92,0.362,1228,1845,1232,1847,1230.3322,1845.8083,1230.3322,1845.8083,24.4888,5.1845,24.6212,5.5114,10,0.009272993,0.0698787,25.4820,8.1838,0.02667075,0.1063203,24.3349,4.3292,0.02314538,0.110495,24.4888,5.1845,0.02048893,0.1039808,28.8984,28.0820,1.4799074072e+00,5.4194649983e-01,5.1592897034e-01,2.3349275502e-07,8.5507662218e-08,8.1400258527e-08
217,0,0.5772266,+0.0745857,587.2928,1852.7222,12.70884,11.57276,31.14,0.383,584,1851,590,1855,587.1110,1852.6838,587.1109,1852.6838,99.0000,99.0000,25.7245,9.1818,16,0.0109472,0.07593221,25.3017,7.5327,0.2077544,0.1497367,22.1061,0.7827,-0.006593958,0.009319281,99.0000,99.0000,0.007416521,0.06270467,29.2451,27.8876,2.8692479485e+00,1.5246203636e+00,5.5223948954e-01,4.5263303507e-07,2.4053657493e-07,8.7115951572e-08
218,0,0.5277169,+0.0757053,711.9444,1849.9051,7.89711,7.41910,76.11,0.386,709,1848,715,1850,712.2941,1849.2910,712.2941,1849.2910,26.4920,13.1431,99.0000,99.0000,12,0.009667203,0.07135134,25.4367,8.0155,0.05918218,0.1281271,23.4695,2.3511,0.003657617,0.04426567,26.4920,13.1431,-0.002858909,0.005334261,29.2265,27.8027,2.5903570857e+00,3.4322395533e-01,2.3583906988e-02,4.0865075701e-07,5.4150929021e-08,3.7157290680e-09
219,0,0.5678133,+0.0649326,610.9932,1877.0252,8.56857,8.46416,-87.00,0.393,595,1868,613,1882,610.8636,1877.4988,610.8637,1877.4988,99.0000,99.0000,27.6987,23.2131,30,0.02119997,0.1056665,24.5842,5.4129,0.40233,0.2083754,21.3885,0.5625,-0.0003479309,0.005906793,99.0000,99.0000,0.001203691,0.0257287,29.3058,27.0246,2.3683422462e+00,1.3010630084e+00,1.3667584776e+00,3.7361617411e-07,2.0526574635e-07,2.1561828384e-07
220,0,0.4510994,+0.0713877,904.8415,1860.7771,9.30317,6.73926,77.03,0.350,888,1856,906,1874,904.7089,1859.0625,904.7089,1859.0625,26.1965,11.4382,25.1255,6.9576,16,0.01393639,0.08566774,25.0396,6.6757,0.05131156,0.1397371,23.6245,2.9575,0.004801955,0.05057636,26.1965,11.4382,0.01287679,0.08249663,29.1649,27.2027,3.8345508106e-01,2.5142592168e+00,-4.5692360406e-01,6.0496051225e-08,3.9668845686e-07,-7.2089636017e-08
