#_1_NUMBER_Running_object_number_,#_2_FLAGS_Extraction_flags_,#_3_ALPHAWIN_J2000_Windowed_right_ascension_(J2000)_[deg],#_4_DELTAWIN_J2000_windowed_declination_(J2000)_[deg],#_5_XWIN_IMAGE_Windowed_position_estimate_along_x_[pixel],#_6_YWIN_IMAGE_Windowed_position_estimate_along_y_[pixel],#_7_ERRAWIN_IMAGE_RMS_windowed_pos_error_along_major_axis_[pixel],#_8_ERRBWIN_IMAGE_RMS_windowed_pos_error_along_minor_axis_[pixel],#_9_ERRTHETAWIN_IMAGE_Windowed_error_ellipse_pos_angle_(CCW/x)_[deg],#_10_CLASS_STAR_S/G_classifier_output_,#_11_XMIN_IMAGE_Minimum_x-coordinate_among_detected_pixels_[pixel],#_12_YMIN_IMAGE_Minimum_y-coordinate_among_detected_pixels_[pixel],#_13_XMAX_IMAGE_Maximum_x-coordinate_among_detected_pixels_[pixel],#_14_YMAX_IMAGE_Maximum_y-coordinate_among_detected_pixels_[pixel],#_15_X_IMAGE_Object_position_along_x_[pixel],#_16_Y_IMAGE_Object_position_along_y_[pixel],#_17_X_IMAGE_DBL_Object_position_along_x_(double_precision)_[pixel],#_18_Y_IMAGE_DBL_Object_position_along_y_(double_precision)_[pixel],#_19_MAG_AUTO_Kron-like_elliptical_aperture_magnitude_[mag],#_20_MAGERR_AUTO_RMS_error_for_AUTO_magnitude_[mag],#_21_MAG_APER_Fixed_aperture_magnitude_vector_[mag],#_22_MAGERR_APER_RMS_error_vector_for_fixed_aperture_mag._[mag],#_23_ISOAREAF_IMAGE_Isophotal_area_(filtered)_above_Detection_threshold_[pixel**2],#_24_FLUX_ISO_Isophotal_flux_[count],#_25_FLUXERR_ISO_RMS_error_for_isophotal_flux_[count],#_26_MAG_ISO_Isophotal_magnitude_[mag],#_27_MAGERR_ISO_RMS_error_for_isophotal_magnitude_[mag],#_28_FLUX_ISOCOR_Corrected_isophotal_flux_[count],#_29_FLUXERR_ISOCOR_RMS_error_for_corrected_isophotal_flux_[count],#_30_MAG_ISOCOR_Corrected_isophotal_magnitude_[mag],#_31_MAGERR_ISOCOR_RMS_error_for_corrected_isophotal_magnitude_[mag],#_32_FLUX_AUTO_Flux_within_a_Kron-like_elliptical_aperture_[count],#_33_FLUXERR_AUTO_RMS_error_for_AUTO_flux_[count],#_34_MAG_BEST_Best_of_MAG_AUTO_and_MAG_ISOCOR_[mag],#_35_MAGERR_BEST_RMS_error_for_MAG_BEST_[mag],#_36_FLUX_APER_Flux_vector_within_fixed_circular_aperture(s)_[count],#_37_FLUXERR_APER_RMS_error_vector_for_aperture_flux(es)_[count],#_38_MU_THRESHOLD_Analysis_threshold_above_background_[mag_*_arcsec**(-2)],#_39_MU_MAX_Peak_surface_brightness_above_background_[mag_*_arcsec**(-2)],#_40_X2_IMAGE_Variance_along_x_[pixel**2],#_41_Y2_IMAGE_Variance_along_y_[pixel**2],#_42_XY_IMAGE_Covariance_between_x_and_y_[pixel**2],#_43_X2_WORLD_Variance_along_X-WORLD_(alpha)_[deg**2],#_44_Y2_WORLD_Variance_along_Y-WORLD_(delta)_[deg**2],#_45_XY_WORLD_Covariance_between_X-WORLD_and_Y-WORLD_[deg**2]
353,0,0.3096579,+0.0074731,1260.9341,2021.6864,13.79790,12.36601,74.50,0.373,1259,2017,1262,2024,1261.0939,2020.1586,1261.0938,2020.1586,23.4062,3.1490,24.0742,4.2819,15,0.01328452,0.08363979,25.0916,6.8375,0.04538738,0.1338409,23.7577,3.2025,0.06273839,0.1819189,23.4062,3.1490,0.03390928,0.1336989,28.9736,27.7368,7.0538695361e-01,4.2693272849e+00,4.8004030307e-01,1.1129332336e-07,6.7361808727e-07,7.5739986512e-08
354,0,0.4123058,+0.0071298,1002.5094,2022.5505,12.52618,12.08174,-47.97,0.478,1001,2018,1005,2025,1003.2491,2022.0424,1003.2491,2022.0424,23.0738,2.7015,23.9592,4.0607,21,0.01788916,0.09705988,24.7685,5.8922,0.07381227,0.1625466,23.2297,2.3915,0.08520447,0.2119499,23.0738,2.7015,0.03769799,0.140959,28.9376,28.1318,1.0837294132e+00,3.4245497750e+00,-4.1118697271e-01,1.7097909203e-07,5.4031631913e-07,-6.4874459031e-08
355,0,0.2755466,+0.0061743,1346.8109,2024.9561,13.31240,11.80980,-51.52,0.444,1345,2020,1351,2028,1348.1779,2024.2955,1348.1779,2024.2955,22.9676,2.5729,23.8866,3.9270,27,0.02305045,0.1101753,24.4933,5.1908,0.09397807,0.1840293,22.9674,2.1266,0.09396011,0.2226081,22.9676,2.5729,0.04030585,0.1457462,28.9223,27.8882,2.5738944833e+00,4.2082242996e+00,-2.0250283959e+00,4.0610447695e-07,6.6398153480e-07,-3.1950925218e-07
356,0,0.3903675,+0.0066167,1057.7415,2023.8421,12.28987,11.98719,-67.32,0.405,1057,2021,1060,2027,1058.2621,2024.0266,1058.2621,2024.0266,23.2328,2.9069,23.9643,4.0703,17,0.01673331,0.09386837,24.8410,6.0921,0.04057643,0.1345176,23.8793,3.6003,0.07359712,0.1969971,23.2328,2.9069,0.03752081,0.1406278,28.9327,27.6920,8.5237187579e-01,3.2349843487e+00,-1.5920015218e-01,1.3447944081e-07,5.1040988419e-07,-2.5117829907e-08
357,0,0.3602963,+0.0030702,1133.4483,2032.7707,12.17988,10.93129,-35.07,0.353,1130,2027,1140,2035,1132.3833,2033.5708,1132.3833,2033.5708,23.1380,2.7819,23.7666,3.7157,29,0.03086917,0.127492,24.1762,4.4853,0.06337118,0.1705215,23.3953,2.9222,0.08031487,0.205737,23.1380,2.7819,0.04501335,0.1540118,28.8923,26.9964,2.3666193829e+00,1.3202091704e+00,-1.0054632617e+00,3.7338859709e-07,2.0830162318e-07,-1.5863818672e-07
358,0,0.2885562,+0.0043698,1314.0587,2029.4990,11.96203,11.30652,59.97,0.363,1305,2026,1316,2033,1314.1407,2029.7051,1314.1408,2029.7051,23.2875,2.9809,23.8373,3.8388,30,0.02803387,0.1214998,24.2808,4.7068,0.07865022,0.1833742,23.1607,2.5320,0.0699874,0.1921067,23.2875,2.9809,0.04217757,0.1490876,28.9151,27.2798,1.0393287083e+00,3.7998617118e+00,7.3513713358e-01,1.6398266884e-07,5.9954773613e-07,1.1598949205e-07
359,0,359.2169596,+0.0086238,4011.9134,2018.7876,10.00773,9.42067,89.01,0.349,4010,2018,4015,2029,4012.0576,2019.1390,4012.0576,2019.1390,24.7155,5.7577,24.7264,5.7859,30,0.01935899,0.1009776,24.6828,5.6646,0.367392,0.1991202,21.4872,0.5886,0.01878462,0.09959177,24.7155,5.7577,0.01859612,0.09907494,29.2426,27.6927,6.3030931734e-01,8.8301204401e-01,1.4865858917e-01,9.9416483797e-08,1.3930049233e-07,2.3449792728e-08
360,0,0.3754791,+0.0051049,1095.2243,2027.6483,11.55717,11.30865,23.13,0.370,1079,2023,1122,2040,1095.4045,2026.3672,1095.4045,2026.3671,23.1217,2.7614,23.8451,3.8526,91,0.08397663,0.2102881,23.0896,2.7195,0.2454657,0.3216009,21.9250,1.4228,0.08153054,0.2073067,23.1217,2.7614,0.04187479,0.1485522,28.9601,27.6701,1.3189968294e+00,2.3187058373e+00,1.0539714792e+00,2.0810069130e-07,3.6584228535e-07,1.6629055477e-07
361,0,0.0648008,+0.0066321,1877.3651,2023.8038,12.09171,11.78782,-39.16,0.382,1876,2022,1879,2026,1877.4788,2024.0912,1877.4787,2024.0912,23.9257,3.9990,24.2213,4.5826,10,0.008985504,0.06878752,25.5161,8.3138,0.02893674,0.1082964,24.2464,4.0644,0.0388785,0.1431625,23.9257,3.9990,0.02961228,0.1249555,28.9436,28.1626,5.9448259399e-01,1.2283758924e+00,3.3378842042e-01,9.3800479786e-08,1.9381961606e-07,5.2666851348e-08
362,0,0.1992246,+0.0066103,1538.9535,2023.8586,12.37844,10.48053,74.91,0.369,1538,2022,1541,2026,1539.2014,2024.0997,1539.2014,2024.0998,24.0587,4.2525,24.3316,4.8218,12,0.01301405,0.08277991,25.1140,6.9078,0.02585264,0.109085,24.3687,4.5824,0.03439631,0.1346865,24.0587,4.2525,0.02675263,0.1187799,28.9013,27.1644,9.1192897507e-01,1.9859784147e+00,8.7289818076e-01,1.4388567675e-07,3.1335470297e-07,1.3772810371e-07
363,0,0.3458432,+0.0071209,1169.8351,2022.5730,12.05111,11.34785,26.65,0.475,1168,2021,1173,2024,1169.8744,2022.3014,1169.8744,2022.3014,23.5452,3.3568,24.1095,4.3521,16,0.0136083,0.08465389,25.0655,6.7557,0.05664587,0.1420406,23.5171,2.7232,0.05519813,0.1706154,23.5452,3.3568,0.03282563,0.1315489,28.9898,27.9748,2.0479963425e+00,9.9718003594e-01,1.3131700387e-01,3.2312055560e-07,1.5733477425e-07,2.0718538193e-08
364,0,0.3408505,+0.0048997,1182.4046,2028.1648,12.91101,11.70170,-76.92,0.389,1182,2025,1184,2029,1182.5782,2027.2671,1182.5782,2027.2671,23.7426,3.6756,24.1561,4.4468,10,0.008483488,0.06683939,25.5786,8.5563,0.0358275,0.1124964,24.0145,3.4100,0.04602296,0.1557659,23.7426,3.6756,0.03144575,0.1287584,28.9442,28.1290,4.2326397982e-01,2.3264828183e+00,2.5905205446e-01,6.6780188538e-08,3.6707218549e-07,4.0872447620e-08
365,0,0.2317475,+0.0043973,1457.0766,2029.4297,13.17822,12.55768,20.11,0.490,1455,2027,1460,2031,1457.1538,2029.6375,1457.1538,2029.6374,23.1139,2.7520,23.7981,3.7700,13,0.0149333,0.08867297,24.9646,6.4486,0.02714211,0.1120318,24.3159,4.4826,0.08212156,0.2081027,23.1139,2.7520,0.04372895,0.1518013,28.8827,28.0800,2.5394924982e+00,1.5881064722e+00,-1.3361780840e-01,4.0068194612e-07,2.5057604136e-07,-2.1082554638e-08
366,0,0.1408490,+0.0051380,1685.9145,2027.5652,10.98417,10.42691,77.21,0.584,1685,2026,1688,2029,1686.1392,2027.8823,1686.1392,2027.8823,24.3194,4.7945,24.4633,5.1240,10,0.01015532,0.07312603,25.3833,7.8200,0.022898,0.1018159,24.5005,4.8289,0.0270539,0.1194393,24.3194,4.7945,0.02369585,0.1118031,28.9439,26.6350,7.6873489349e-01,7.9504754343e-01,-2.7075450193e-01,1.2129374028e-07,1.2544620549e-07,-4.2720767544e-08
367,0,0.2418577,+0.0037176,1431.6239,2031.1408,13.07933,11.90803,-78.34,0.348,1430,2028,1433,2031,1431.6393,2029.8414,1431.6393,2029.8414,23.9522,4.0484,24.1467,4.4276,11,0.01163941,0.07828645,25.2352,7.3044,0.02415823,0.1052204,24.4423,4.7300,0.03794305,0.1414432,23.9522,4.0484,0.03171856,0.1293151,28.8849,27.7865,6.8962262872e-01,1.1008514313e+00,5.3002599848e-03,1.0880856310e-07,1.7369527041e-07,8.3624780057e-10
368,0,359.2873627,-0.0042243,3834.6447,2051.1355,16.98054,15.77753,50.75,0.497,3797,2041,3860,2082,3831.3845,2045.3590,3831.3846,2045.3590,22.4384,2.0158,23.3919,3.1263,181,0.2399568,0.3554413,21.9497,1.6087,0.3706205,0.4135449,21.4777,1.2118,0.1529799,0.2839586,22.4384,2.0158,0.06356592,0.1829867,28.6270,27.1221,3.4042722119e+00,5.4305660950e+00,2.7601785882e+00,5.3697905031e-07,8.5673220328e-07,4.3541514394e-07
369,0,0.3261813,+0.0024108,1219.3354,2034.4306,11.31244,10.36196,78.62,0.411,1218,2034,1243,2040,1219.4948,2036.0306,1219.4947,2036.0306,23.9152,3.9804,23.7516,3.6900,24,0.02321235,0.1105579,24.4857,5.1725,0.05890134,0.1611455,23.4747,2.9711,0.03925594,0.1438808,23.9152,3.9804,0.04564105,0.1550805,28.8813,27.8884,7.3392546157e-01,2.2508991756e+00,2.7583150124e-01,1.1579528433e-07,3.5514768408e-07,4.3520071069e-08
370,0,0.0983740,+0.0017261,1792.8448,2036.1545,12.32537,11.63997,72.20,0.451,1792,2034,1795,2039,1793.1840,2036.5280,1793.1840,2036.5279,24.1208,4.3770,24.1950,4.5273,12,0.01243057,0.08090377,25.1638,7.0682,0.02688524,0.1107005,24.3262,4.4716,0.03248534,0.1309283,24.1208,4.3770,0.03033878,0.1264758,28.9164,28.1102,1.1253911276e+00,1.6407383200e+00,3.1943473946e-01,1.7756933497e-07,2.5888391334e-07,5.0401932396e-08
371,0,359.9117677,+0.0033178,2262.6234,2032.1475,3.41948,2.35176,-12.06,0.652,2260,2031,2265,2034,2262.3994,2032.3004,2262.3995,2032.3004,23.0111,2.6225,22.9199,2.5150,20,0.08756455,0.2146896,23.0442,2.6626,0.09273868,0.2153459,22.9818,2.5218,0.09027705,0.218007,23.0111,2.6225,0.09818739,0.2273893,28.7789,25.1276,1.4056624738e+00,7.1914665170e-01,-1.9851668820e-01,2.2179206752e-07,1.1347062494e-07,-3.1322919067e-08
372,0,359.3442817,-0.0035761,3691.3315,2049.5034,19.85774,15.59286,42.63,0.361,3680,2043,3697,2059,3691.0342,2048.7927,3691.0341,2048.7928,23.3672,3.0915,24.0898,4.3127,45,0.06359737,0.1829852,23.3914,3.1247,0.09307218,0.2070806,22.9779,2.4163,0.06502934,0.1851199,23.3672,3.0915,0.03342703,0.1327462,28.7208,26.7983,2.0349343317e+00,2.6638653488e+00,1.8978080213e+00,3.2099896214e-07,4.2026403319e-07,2.9938750129e-07
373,0,0.0247149,+0.0008683,1978.2808,2038.3142,12.27939,10.54204,-60.91,0.355,1976,2036,1980,2040,1978.3405,2038.5377,1978.3405,2038.5377,24.1100,4.3552,24.5379,5.3036,14,0.0154558,0.09021168,24.9273,6.3387,0.02981385,0.1172693,24.2140,4.2717,0.03280957,0.1315765,24.1100,4.3552,0.02212184,0.1080347,28.9450,27.3694,1.4698083953e+00,1.5105375059e+00,-8.2758078398e-01,2.3191433273e-07,2.3834083609e-07,-1.3058019341e-07
374,0,0.1900762,+0.0008845,1561.9846,2038.2733,13.72709,12.74993,-11.57,0.360,1561,2037,1564,2040,1562.5133,2038.4625,1562.5133,2038.4625,24.0270,4.1907,24.3358,4.8311,12,0.01145543,0.07766713,25.2525,7.3630,0.03014046,0.1146852,24.2021,4.1323,0.03541734,0.1366688,24.0270,4.1907,0.02664982,0.1185523,28.8587,27.6205,8.7417917619e-01,9.2997955599e-01,1.9381852714e-03,1.3792975457e-07,1.4673565568e-07,3.0580600509e-10
375,0,359.3269301,-0.0015024,3735.0197,2044.2826,14.35925,12.90672,45.10,0.483,3725,2041,3738,2050,3733.9307,2042.9194,3733.9306,2042.9195,23.5053,3.2949,23.5529,3.3670,47,0.06201213,0.1806924,23.4188,3.1644,0.09620323,0.2107093,22.9420,2.3786,0.05726154,0.1737277,23.5053,3.2949,0.05480779,0.1699254,28.6468,27.5007,1.6662953043e+00,2.0012312514e+00,-5.9381663647e-01,2.6284469232e-07,3.1572172692e-07,-9.3676316470e-08
376,0,0.2905189,+0.0012604,1309.1175,2037.3269,12.92148,11.53530,-16.45,0.484,1307,2037,1313,2040,1309.5959,2038.2845,1309.5959,2038.2845,23.6846,3.5801,24.2639,4.6735,16,0.01545492,0.09021191,24.9273,6.3391,0.03935369,0.1316569,23.9125,3.6332,0.04854735,0.1600414,23.6846,3.5801,0.02847383,0.1225339,28.8757,28.1335,2.7169118599e+00,9.6868333722e-01,-2.4152932425e-01,4.2866724755e-07,1.5284024008e-07,-3.8108386342e-08
377,0,359.3667734,-0.0022284,3634.7019,2046.1102,13.10508,12.35678,-10.47,0.408,3629,2043,3645,2054,3638.8652,2045.1553,3638.8651,2045.1552,24.2539,4.6526,24.0568,4.2476,44,0.05023815,0.1626412,23.6474,3.5158,0.09209735,0.2063455,22.9894,2.4332,0.02873714,0.1231135,24.2539,4.6526,0.03445869,0.1347759,28.7595,27.1860,4.8688918605e-01,2.0921646325e+00,-2.4244218030e-01,7.6805166757e-08,3.3007267499e-07,-3.8246834455e-08
378,0,359.4055606,-0.0018185,3537.0445,2045.0782,9.82904,8.49084,-86.47,0.436,3536,2044,3539,2048,3537.1521,2045.7336,3537.1522,2045.7337,25.1897,7.1628,24.7433,5.8310,15,0.01391962,0.08561473,25.0409,6.6796,0.03993949,0.1301625,23.8965,3.5393,0.01213669,0.08004881,25.1897,7.1628,0.01831012,0.09831232,28.8675,27.8432,7.4370175156e-01,1.7341982362e+00,4.7223286277e-02,1.1732005472e-07,2.7360183422e-07,7.4499008276e-09
379,0,359.8121869,-0.0034715,2513.3180,2049.2395,6.92789,5.49819,62.26,0.533,2512,2046,2515,2051,2513.4641,2049.1045,2513.4641,2049.1045,24.3621,4.8884,24.4606,5.1175,14,0.01932784,0.1008765,24.6845,5.6681,0.02881934,0.1152572,24.2508,4.3432,0.02601073,0.117083,24.3621,4.8884,0.02375581,0.1119441,28.7936,26.4173,6.2597792774e-01,1.4428007821e+00,3.0323639751e-02,9.8768096688e-08,2.2765055804e-07,4.7845332652e-09
380,0,359.3988624,-0.0011709,3553.9091,2043.4480,9.08499,8.13465,-21.57,0.363,3552,2042,3571,2062,3553.7217,2043.4336,3553.7217,2043.4336,24.6726,5.6414,24.7432,5.8308,26,0.03234519,0.1305002,24.1255,4.3816,0.05325119,0.1569029,23.5842,3.1999,0.01954094,0.1015088,24.6726,5.6414,0.01831142,0.09831553,28.8513,27.2443,1.0830975803e+00,6.5587056132e-01,-4.3460798755e-01,1.7085943108e-07,1.0347547490e-07,-6.8563540294e-08
381,0,359.2652592,-0.0007518,3890.2986,2042.3929,16.49673,13.52826,30.03,0.385,3888,2041,3891,2043,3889.7761,2041.7955,3889.7762,2041.7955,24.2207,4.5801,24.1532,4.4408,10,0.0152843,0.08970441,24.9394,6.3738,0.02117027,0.09875157,24.5857,5.0658,0.02962849,0.1249561,24.2207,4.5801,0.03153001,0.1289307,28.6875,27.4694,1.1433428318e+00,5.6562479189e-01,2.7161052832e-01,1.8034356966e-07,8.9232704887e-08,4.2845607651e-08
382,0,359.2380892,-0.0054563,3958.7102,2054.2374,10.53019,9.22703,15.29,0.359,3947,2050,3961,2074,3958.5635,2054.2031,3958.5636,2054.2032,24.4337,5.0569,24.5850,5.4202,39,0.03943525,0.1441013,23.9103,3.9684,0.08976635,0.201417,23.0172,2.4368,0.02435113,0.11339,24.4337,5.0569,0.02118264,0.1057219,28.9923,27.4763,1.3453093539e+00,1.2139917960e+00,-5.5981267444e-02,2.1219518580e-07,1.9151641583e-07,-8.8309557304e-09
383,0,359.3465078,-0.0113079,3685.7266,2068.9694,12.74863,9.89621,-26.25,0.450,3679,2061,3701,2084,3686.2041,2069.3110,3686.2041,2069.3111,24.3548,4.8777,24.3139,4.7826,55,0.05946593,0.176951,23.4643,3.2316,0.1187492,0.2337391,22.7134,2.1376,0.02618563,0.11761,24.3548,4.8777,0.02719153,0.1197483,28.9202,27.0527,3.4995949442e+00,8.6881624530e-01,-8.1527022393e-03,5.5204141271e-07,1.3706873376e-07,-1.2873850577e-09
384,0,359.2996495,-0.0049163,3803.7080,2052.8776,14.45422,13.49146,44.41,0.363,3802,2051,3808,2056,3804.3110,2053.8574,3804.3110,2053.8573,22.9652,2.5689,23.4855,3.2640,23,0.03233473,0.1304762,24.1258,4.3822,0.04751508,0.1479667,23.7079,3.3819,0.0941696,0.2227587,22.9652,2.5689,0.05831712,0.175276,28.6959,27.0561,2.2851424260e+00,1.4505771346e+00,9.1841219728e-02,3.6045441669e-07,2.2884576417e-07,1.4487551226e-08
385,0,359.3798568,-0.0044842,3601.7608,2051.7897,12.02726,11.11073,80.39,0.351,3601,2050,3603,2054,3601.9038,2051.8074,3601.9039,2051.8074,24.9810,6.5064,25.0037,6.5767,12,0.01165665,0.07834598,25.2336,7.2992,0.02923901,0.1137107,24.2351,4.2235,0.01470964,0.08812782,24.9810,6.5064,0.01440485,0.08723442,28.8178,27.6527,5.3437972062e-01,1.4839484320e+00,1.4426365654e-01,8.4297588426e-08,2.3411805362e-07,2.2758635855e-08
386,0,359.8669923,-0.0048056,2375.3452,2052.5981,13.40862,12.42492,-83.62,0.372,2374,2051,2378,2055,2375.6094,2052.5940,2375.6093,2052.5939,24.5067,5.2254,24.3739,4.9169,10,0.01051074,0.07439408,25.3459,7.6866,0.02209249,0.1005449,24.5394,4.9425,0.02276689,0.1095452,24.5067,5.2254,0.02572895,0.1164898,28.7513,27.2975,1.1409264665e+00,1.2138980483e+00,-2.7724639270e-01,1.8001967540e-07,1.9153445338e-07,-4.3745133842e-08
387,0,359.4198905,-0.0060236,3500.9655,2055.6652,11.52792,9.07652,-4.16,0.436,3498,2053,3515,2064,3500.5698,2055.1895,3500.5698,2055.1895,24.7776,5.9225,24.9021,6.2751,28,0.03270655,0.1312288,24.1134,4.3574,0.05810414,0.1639475,23.4895,3.0643,0.01773992,0.09674395,24.7776,5.9225,0.01581763,0.09139732,28.8964,27.3528,2.6317028615e+00,1.7570044037e+00,1.2918995276e+00,4.1515934488e-07,2.7720115715e-07,2.0381121075e-07
388,0,359.2204823,-0.0061351,4003.0434,2055.9464,6.06996,5.82163,-63.54,0.503,3998,2052,4006,2056,4002.8218,2054.5559,4002.8218,2054.5560,28.8738,41.1891,26.7290,14.6622,19,0.02514379,0.115058,24.3989,4.9695,0.03889931,0.1339801,23.9251,3.7405,0.000407815,0.01546733,28.8738,41.1891,0.002940364,0.03969829,29.1451,27.0631,3.5472224291e+00,1.0471477145e+00,-2.0616645903e-01,5.5949294675e-07,1.6519416620e-07,-3.2521782241e-08
389,0,0.0975258,-0.0068995,1794.9803,2057.8694,2.13846,1.71298,-89.36,0.645,1793,2055,1797,2060,1794.9647,2057.6064,1794.9648,2057.6065,23.0419,2.6600,22.8569,2.4431,15,0.08215751,0.2079533,23.1134,2.7488,0.08567432,0.208273,23.0679,2.6401,0.08774462,0.2149201,23.0419,2.6600,0.1040526,0.2340789,28.8293,24.5075,5.7970718207e-01,8.9497250453e-01,-2.9377390133e-02,9.1468844540e-08,1.4121324846e-07,-4.6352868676e-09
390,0,359.3740201,-0.0049046,3616.4564,2052.8480,15.82925,13.83512,-27.60,0.439,3603,2051,3635,2080,3616.7288,2052.3767,3616.7287,2052.3768,23.8524,3.8662,24.4344,5.0561,79,0.09250271,0.2206932,22.9846,2.5910,0.1638083,0.2752805,22.3642,1.8250,0.04159461,0.148077,23.8524,3.8662,0.02433557,0.1132985,28.8093,26.9951,2.1199886733e+00,9.0706722390e-01,-8.3701496206e-01,3.3442349403e-07,1.4310506165e-07,-1.3204544089e-07
391,0,359.4251653,-0.0075581,3487.6850,2059.5284,12.60378,8.08310,54.87,0.353,3485,2058,3488,2063,3487.1047,2060.0024,3487.1047,2060.0025,26.0999,10.9375,26.8442,15.4767,10,0.00950427,0.07074431,25.4552,8.0836,0.02532638,0.1049277,24.3911,4.4993,0.005248748,0.05286187,26.0999,10.9375,0.002644302,0.03768411,28.8879,27.5563,8.6100213956e-01,2.4153110348e+00,8.4468821274e-01,1.3582628637e-07,3.8106247817e-07,1.3325922876e-07
392,0,359.6368522,-0.0067127,2954.7305,2057.3993,10.30474,8.73598,-62.37,0.362,2953,2056,2956,2060,2954.2742,2057.8804,2954.2741,2057.8805,25.4370,8.0316,26.5834,13.6960,10,0.01114817,0.07661573,25.2820,7.4635,0.0211766,0.09887639,24.5854,5.0707,0.009665017,0.07147861,25.4370,8.0316,0.003362404,0.04240461,28.8684,27.8949,9.0869790053e-01,1.1487901480e+00,-7.0643146597e-01,1.4336780850e-07,1.8125520581e-07,-1.1145801757e-07
393,0,359.4424687,-0.0077052,3444.1196,2059.8988,8.83381,8.05906,-27.20,0.393,3443,2058,3446,2061,3444.5967,2059.1155,3444.5967,2059.1156,26.8618,15.5515,99.0000,99.0000,11,0.01276617,0.08198657,25.1348,6.9745,0.02287727,0.1028679,24.5015,4.8832,0.002601904,0.03725921,26.8618,15.5515,-0.004045149,0.005322956,28.9263,27.7443,1.0392693819e+00,8.4055823192e-01,4.7302644654e-01,1.6395051672e-07,1.3261521607e-07,7.4625882725e-08
394,0,359.4045179,-0.0112772,3539.6699,2068.8916,11.59788,9.88623,70.25,0.449,3522,2066,3552,2090,3538.6597,2068.8257,3538.6598,2068.8257,25.1211,6.9688,24.6522,5.5908,53,0.05338381,0.1676605,23.5815,3.4108,0.1225782,0.2351729,22.6790,2.0835,0.01292852,0.08296113,25.1211,6.9688,0.01991293,0.1025128,28.9025,27.4831,1.8610039345e+00,2.7736222507e+00,1.1092416030e-02,2.9357599336e-07,4.3759006213e-07,1.7493397688e-09
395,0,359.8079660,-0.0074630,2523.9440,2059.2881,4.85744,4.04308,12.22,0.662,2522,2058,2525,2060,2523.8901,2059.0803,2523.8900,2059.0804,24.7101,5.7362,24.6006,5.4592,10,0.01647362,0.09312806,24.8580,6.1393,0.02184229,0.1003976,24.5518,4.9918,0.01887874,0.09971689,24.7101,5.7362,0.02088209,0.1049716,28.8038,25.9236,6.9848338308e-01,5.0044613667e-01,4.5033815280e-02,1.1020805075e-07,7.8962239316e-08,7.1055143108e-09
396,0,359.2257007,-0.0129332,3989.9039,2073.0621,16.02346,3.30728,64.97,0.497,3987,2070,4004,2119,3988.9094,2072.8926,3988.9094,2072.8927,99.0000,99.0000,99.0000,99.0000,23,0.02832318,0.1221176,24.2696,4.6824,0.04716163,0.1476772,23.7160,3.4006,-6.084889e-05,0.004726497,99.0000,99.0000,-0.004972229,0.005334261,29.1474,27.5771,1.3295211764e+00,5.1468565866e+00,2.2801386131e+00,2.0970254782e-07,8.1194988806e-07,3.5967361205e-07
397,0,359.5716374,-0.0101752,3118.9155,2066.1165,7.52454,6.88820,86.43,0.370,3115,2064,3120,2067,3117.9626,2065.7810,3117.9626,2065.7810,24.7130,5.7460,26.0703,10.7815,16,0.0221335,0.1079501,24.5374,5.2967,0.03294828,0.1232347,24.1054,4.0619,0.01882824,0.09962007,24.7130,5.7460,0.005393466,0.05354494,28.8780,26.7860,2.4934017096e+00,6.3985798911e-01,4.8840698713e-01,3.9337862177e-07,1.0095455695e-07,7.7056556500e-08
398,0,359.4085936,-0.0133478,3529.4082,2074.1046,12.82177,9.41618,49.76,0.415,3523,2072,3543,2111,3529.6689,2074.8801,3529.6689,2074.8802,24.7078,5.7447,25.1483,7.0313,33,0.03566184,0.1370316,24.0195,4.1730,0.07127514,0.1810793,23.2677,2.7591,0.01891766,0.1000695,24.7078,5.7447,0.01260946,0.08163945,28.9293,27.6616,2.5693234548e+00,4.2247413467e+00,2.5705642784e+00,4.0531543523e-07,6.6653070442e-07,4.0553180739e-07
399,0,359.2659606,-0.0140330,3888.5326,2075.8307,10.32444,8.35584,-46.88,0.485,3888,2071,3891,2077,3889.1580,2073.9998,3889.1580,2073.9998,25.1564,7.0674,26.7222,14.6150,15,0.01789246,0.09706105,24.7683,5.8912,0.03094103,0.1196425,24.1737,4.1993,0.0125152,0.08144558,25.1564,7.0674,0.002958962,0.03982075,29.0437,27.6587,9.2967762951e-01,3.5068142721e+00,-1.2174438724e+00,1.4664141455e-07,5.5323399528e-07,-1.9204804390e-07
400,0,359.2551726,-0.0120514,3915.6956,2070.8419,12.14483,10.47315,-22.41,0.407,3906,2069,3919,2076,3916.2480,2071.1606,3916.2480,2071.1608,24.4970,5.2067,25.1247,6.9549,24,0.02684367,0.1188876,24.3279,4.8098,0.05073384,0.1530622,23.6368,3.2764,0.02297242,0.1101381,24.4970,5.2067,0.01288663,0.08252774,29.0433,27.7461,2.1288522645e+00,1.2110409485e+00,-1.1392740424e+00,3.3578831226e-07,1.9105284279e-07,-1.7971620744e-07
